Dialogue Act,Emitter,Text
Other,Cat,"ok,  so i don't need to play special actions"
Offer,william,anyone would like to receive a wood for an ore?
Other,william,"no, dev.  cards are the only other special action"
Refusal,Thomas,no
Accept,william,yes please
Offer,Cat,i will take anyone's sheep though
Refusal,Thomas,don't have a sheep
Refusal,Cat,none here either none here either
Offer,Thomas,anyone wants wood?
Refusal,william,n
Offer,Cat,2 wood?
Offer,william,one wood for clay
Refusal,Cat,"hmm, no sorry hmm, no sorry"
Counteroffer,william,or ore
Offer,Cat,"i will only take two wood,  and give 1 ore"
"Refusal, Other",Cat,no  sorry
Offer,Cat,i can exchange wood
Offer,william,one wood though
Refusal,Cat,no thx
Other,Cat,ok
Offer,Thomas,anyone would give me clay?
Refusal,william,none here
Refusal,Cat,no
Offer,Cat,I have one wood to exchange
Offer,william,any takers?
Refusal,Cat,no
Offer,Thomas,"for sheep, wheat or clary"
Offer,william,can I buy a sheep for two ore?
Refusal,Thomas,have none
Other,Cat,kk
Other,william,no sheep
Offer,Thomas,does anyone need ore or wheat?
"Refusal, Other",Cat,no  thanks
Other,william,wheat
Offer,Cat,can you give me sheep or wood?
Counteroffer,william,I can give you one wood
Accept,Cat,k
Offer,Cat,anyone for ore?
Offer,Thomas,I'd like clay
Refusal,william,sorry
Refusal,Cat,sry
Offer,william,or sheep
Refusal,Thomas,nope
Refusal,Thomas,can't
Other,Thomas,have plenty of ore
Offer,william,for anything
Counteroffer,Thomas,wheat?
Counteroffer,Cat,3 ore for a wheat?
Accept,william,ok
Other,Cat,^^
Other,Thomas,"sorry,  misunderstood"
Other,william,ok
Accept,Thomas,i will do it
Other,william,thaks
Other,Thomas,*ADDTIME*
Other,Cat,k
Offer,Cat,i need clay
Offer,william,I can give wheat
Refusal,Thomas,na
Refusal,Cat,sorry nope
Offer,william,can someone give me a sheep?
Refusal,Thomas,nope
Refusal,william,n
Other,Thomas,there is just no market for sheep... there is just no market for sheep...
Offer,william,2 ore for a wheat?
Other,william,are you givinig 2 ore?
Accept,Thomas,then yes
Other,william,yes
Accept,Thomas,k
Offer,william,can I buy wood for 1 ore?
Refusal,Cat,hav none
"Refusal, Other",Thomas,no  sorry
Other,william,kk kk
Other,william,theres your wood
Offer,william,does someone need clay?
Offer,Cat,i will take sheep or ore
Counteroffer,Thomas,I can trade wood
Refusal,Cat,nope
Counteroffer,william,for clay
Accept,Cat,k
Counteroffer,Cat,or ore
Offer,Thomas,would anyone like wheat?
Accept,Cat,yes please
Offer,Thomas,I need clay or ore
Counteroffer,Thomas,I can give an ore
Counteroffer,Cat,or a clay
Offer,Thomas,or a sheep!
Refusal,Cat,impossible...
Offer,Thomas,let's do the clay let's do the clay
Accept,Cat,k
Offer,Thomas,would you like one more what for an ore?
Counteroffer,Cat,one more wheat?
Accept,Thomas,one wheat
Accept,Cat,kk
Offer,Cat,anyone can give me a sheep?
Offer,william,for ore
Counteroffer,Thomas,if you give me wood
Refusal,Cat,not me
Offer,william,for two ore?
Accept,Cat,k
Other,Cat,so if i want to put a settlement down
Other,Thomas,where can i do so?
Other,william,on one of your roads
Other,william,on any corner that has distance at least two to all other settlements
Other,Cat,connected yes
Other,Cat,thx thx
Other,Thomas,well done
Other,william,3 knights?
Other,Thomas,thanks for playing
Other,william,gg
Other,william,yiu
Other,Markus,yup
Other,Markus,"Wow, that was fast. Wow, that was fast. Wow, that was fast."
Other,Markus,Well done. Well done. Well done.
Other,william,Please remember to send me your questionnaires.
Other,Thomas,k
Other,Cat,ok
Other,Cat,ok
Other,Markus,bye then bye then bye then
Other,Cat,For your £5 you'll have to sign a receipt.
Other,Markus,ok
Other,Markus,I'm in IF 3.24.
Other,Markus,Should be there most of the time this week.
Other,Cat,Thanks again!
Other,Thomas,"ok, I'll come by"
Other,Euan,"ok, thanks"
Other,Joel,"Had to remake the game, too."
Other,Joel,uh oh
Other,Cardlinger,it's all water
Other,Cardlinger,thats ok for now
Other,jon,once jon sits down...
Other,Cardlinger,ha ha!
Other,Cardlinger,then someone can hit start and it'll populate
Other,Joel,and _fingers crossed_
Other,Euan,"ok I am 4th player, fingers crossed that this works this time"
Other,Euan,Right then.
Other,Cardlinger,Here goes nothing.
Other,Cardlinger,yay!!!!!
Other,Euan,"i don't care who wins now, we get to playyyy!!!"
Other,Cardlinger,Woo!
Other,Euan,good luck all :D
Other,Joel,Here's to a fun game :)
"Offer, Other",Joel,hey anyone have any brick?
"Offer, Other",Cardlinger,or clay sorry
Refusal,jon,nope :(
Refusal,Cardlinger,no
Other,Cardlinger,euan bagged a bit euan bagged a bit i think
Other,Joel,i rolled an 11 for him :D
Offer,Euan,"I am willing to do wheat --> clay,  or wheat for ore"
Other,Joel,And I alt tab back from the tutorial. What's up?
Offer,Cardlinger,do you want to trade?
Other,Joel,joel fancies a bit of your clay
Other,Joel,yes
Other,Euan,!
Counteroffer,Joel,Whatcha got?
Offer,Euan,wheat
Accept,Joel,I can wheat for clay.
Accept,Joel,awesome
Other,Euan,I just sent the trade request
Other,Joel,I accepted.
Other,Joel,cool it worked
Other,Euan,thanks
Other,Euan,Indeed. Shiny.
Other,Euan,No worries
"Offer, Other",Joel,Hm.  Anyone got wood?
Refusal,Cardlinger,nope
"Refusal, Other",Euan,lol sorry no
Other,Cardlinger,Oh well ^^
Other,Euan,"in time, and with enough 8s i am sure I'll be well wooded"
Other,jon,oh baby.
"Offer, Other",Joel,mm - anyone got clay? For ore perhaps?
Refusal,Cardlinger,nope
Accept,jon,i got clay
Other,jon,Ok - I'm done
Other,Cardlinger,too late - doh!
Other,Euan,next time :)
Other,Euan,So I get to say the legendary line.
Offer,Cardlinger,"""Anyone got wood for sheep?"" :D"
Other,Joel,lol
Other,Joel,oh boy
Other,Cardlinger,haha
Refusal,Joel,lamentably I am sheepless
Refusal,jon,same here same here
"Refusal, Other",Euan,can't sorry
Other,Euan,"Ah well. I think I actually meant the other way around, jumped too quickly on the legendary line."
Offer,Cardlinger,Sheep for wood? Sheep for wood?
"Refusal, Other",Joel,"i'm after wheat, i am afraid"
Other,Joel,"Oh I have wheat, we can talk on your turn"
Refusal,Euan,I dont have sheep or wood Euan
"Offer, Other",Cardlinger,Hm. I can give you wheat for wood.
Other,Cardlinger,mmm cross table talks :)
Counteroffer,Cardlinger,i have a clay or a wood i'm happy to dispense for wheat
Other,Euan,if one of you has a better offer :D
Accept,Cardlinger,Wood sounds good
Other,Joel,joel what were you after?
Other,Joel,wood
Other,Cardlinger,ore
"Accept, Other",Cardlinger,kk well kk well if you're both after wood for wheat i'll go with Euan this time
Other,Joel,"but you're next, Joel :)"
Other,Euan,thanks
Other,Cardlinger,"Right, thanks Cardlinger :)"
Other,Cardlinger,Niko :)
Other,Cardlinger,quicker to type
Other,Cardlinger,sorry dude :(
Other,Euan,unlucky 7
Other,Euan,"tch, yeah"
Other,Cardlinger,"I was going to spend some last turn, but decided against it. Oh well"
Other,Cardlinger,well I'll be a sport and move the robber back to the desert :)
Other,Joel,"that means I don't steal any wood for you, joel, sorry, but hey"
Other,Cardlinger,c'est la vie
Other,Euan,I'd rather not steal just yet :D
Other,Cardlinger,We'll steal when we're past diplomacy :P
Other,Joel,haha
Other,Joel,whoa i didnt see a city was built
Other,Cardlinger,damn
Other,Euan,yup i got lucky rolls :)
Other,Cardlinger,Whoa! Nice one :D
Other,Joel,early doors
Offer,Joel,anyone have any ore?
Offer,Cardlinger,or wood?
"Refusal, Other",Joel,"nope, sorry :("
Offer,jon,jon?
Accept,Joel,i got ore
Offer,jon,I'll give you a wheat?
Accept,Joel,sure!
Other,Joel,nice
Offer,jon,if you have another ore i can do it again
"Refusal, Other",Joel,no I'm done
Other,Cardlinger,ok
Offer,jon,anyone got a wood they'd like to trade for ore?
"Refusal, Other",Cardlinger,nope sorry
Offer,Joel,or a wood for wheat
Counteroffer,Cardlinger,do you have any ore?
Accept,Joel,i has ore
Counteroffer,Cardlinger,i'll give you a wheat for the ore?
"Refusal, Other",Joel,i'm after wood i am afraid :D
Other,Joel,hmm
Accept,Cardlinger,ok i can do a wood for ore
Other,jon,good man :)
Offer,Cardlinger,anyone got clay for ore?
Refusal,Joel,"apologies, am clayless :("
Refusal,Joel,same here same here
Offer,Cardlinger,does anyone have wood?
Accept,Joel,yup yup
Other,Joel,actually wait
Offer,Cardlinger,ore?
Refusal,Cardlinger,nope
Other,Joel,euan just picked one up i see
Offer,Joel,euan?
Offer,Euan,i'll trade clay for ore
Other,Euan,"Hey, sorry, was helping someone with css"
Accept,Cardlinger,"Sure, I'll clay for ore"
Other,Cardlinger,good diplomacy thus far all :) good diplomacy thus far all :)
Other,Euan,we have a lot to teach the UN
Other,Euan,Indeed
Other,Cardlinger,"Well, maybe not the UN. They're just ineffectual."
Other,Joel,"nice city, Joel :)"
Other,Euan,thanks!
Other,Euan,But many other things.
"Offer, Other",Cardlinger,Now... anyone got any wood?
Accept,Euan,yup yup
Offer,Euan,I'll give you sheep for it?
Offer,Joel,Or an ore.
Refusal,Euan,i have no cards
Offer,Cardlinger,Or..clay.
Counteroffer,Euan,1 sheep for 1 wood is that?
Accept,Cardlinger,Sure.
Counteroffer,Euan,how many wood you after?
Offer,Cardlinger,Just the one for now
Counteroffer,Euan,your clay for my wood?
Accept,Cardlinger,Yes
Other,Euan,ok then :)
Offer,Cardlinger,So do you want the clay or the sheep? So do you want the clay or the sheep?
"Accept, Other",Cardlinger,clay plz
Other,Euan,i'll go for dolly later :D
Other,Euan,Baaaah
Offer,Cardlinger,Or if you want we could do that now too
Refusal,Euan,not just yet :)
Other,Cardlinger,Ok
Other,Cardlinger,wow joel has 2 cities!
Other,Joel,metropolis :D
Other,Euan,metropols of wheat
Other,Joel,Your people are well fed
Other,Joel,fat americans though
Other,Euan,haha
Other,Cardlinger,Mine eat much mutton
Other,Cardlinger,mmmmmmmmmm
Other,Cardlinger,snake eyess
Offer,Joel,anyone want wheat or wood for a clay?
Refusal,Cardlinger,i have no cards
Other,Cardlinger,i see :(
Offer,jon,E/J?
Refusal,Euan,I'm out too
Refusal,Cardlinger,Fresh out :/
Other,Joel,ah dommage :P ah dommage :P ah dommage :P
Offer,Cardlinger,Euan - trade you a wheat for a sheep?
Other,Euan,joel gets more wheat for the weetos and wheat crunchie producers :D
Other,Euan,And I get more mutton.
Accept,Cardlinger,"Sure, Joel."
Other,Joel,i'm hungry :D
Other,Euan,thx
"Offer, Other",Joel,No worries :) Anyone got any clay?
Other,Cardlinger,man cardlinger has a megafactory over in that corner
Other,Cardlinger,apologies :(
Other,Euan,yeah i'm producing.  just watch me roll a 7 tho :/
Other,Euan,T'was a good first play. T'was a good first play.
"Offer, Other",Joel,"Anyhoo. Clay, anyone?"
Refusal,Cardlinger,havent had clay in awhile
"Refusal, Other",Euan,"none, sorry :("
Other,Euan,Ah well. Ah well. Ah well.
Offer,Cardlinger,Any ore for my sheep?
"Refusal, Other",Cardlinger,"no ore, i lament :("
Other,Euan,considering my burgeoning resources :D
Other,Cardlinger,hehe
Other,Cardlinger,i'm wheaty and woody presently :D
Other,Euan,"like a good cigar, perhaps"
Other,Cardlinger,Ah well. Maybe next turn things'll've changed.
Other,Cardlinger,no 7!!!
Other,Euan,yay!
Other,Cardlinger,:D
Offer,Cardlinger,anyone want wheat or wood for sheep?
Offer,jon,or for clay indeed
Refusal,Cardlinger,sorry
Offer,Joel,E/J?
Refusal,Cardlinger,got nothing
Offer,Cardlinger,E?
Offer,Cardlinger,mutton man?
Other,Euan,is Euan being conspicuously silent or looking elsewhere? :D
Other,Cardlinger,I'm repeatedly being distracted by CSS >_>
Other,jon,heheh
Other,Cardlinger,maybe there's another css emergency?
Offer,Joel,wheat or wood for clay or sheep is my seekings
Other,Cardlinger,haha
Offer,Euan,do you have clay or sheep and fancy wood or wheat?
Accept,Cardlinger,I can give some sheep for some wood
Other,Cardlinger,coool
Offer,Euan,1:1?
Accept,Cardlinger,Sounds good
Offer,Cardlinger,anyone wheat for clay?
Other,Joel,ty Euan :)
Refusal,jon,strangely i have no wheat
Refusal,Joel,no wheat
Refusal,Cardlinger,and also no clay
Offer,Euan,"sorry i have wheat, it's clay i fancy"
Other,Cardlinger,No worries. No worries.
"Offer, Other",jon,"will offer 3 wheat for 2 clay, if someone is rich in it?"
Refusal,Cardlinger,sorry
Other,Joel,"no worries, no worries, will stop trading and start playing :D"
Refusal,Joel,sorry
Other,Joel,yeah you have 10 cards!
Other,Euan,:)
Other,Joel,"Uh oh, robber!"
Other,Cardlinger,man these 7s arent helping
Other,Euan,noooooooooooo!
Other,Cardlinger,Yep. Killing our resource production.
Other,Joel,enjoy my wheat :D
"Offer, Other",Cardlinger,ok does anyone have clay?
"Refusal, Other",jon,"nope, sorry"
Refusal,Euan,no no
Refusal,Joel,Nope :/ Nope :/
Offer,Euan,or sheep?
Refusal,Euan,"Amazingly, no o.O"
Other,Joel,I've traded all my mutton
Other,jon,craziness craziness
Refusal,Euan,also out
Other,Cardlinger,Woo!
Other,Joel,"now you have sheep, joel :D"
Other,Joel,i feel so loved
Other,Euan,don't take that the wrong way
Offer,Cardlinger,Anyone have an ore for a wheat?
"Refusal, Other",Joel,"sorry, I'm all wheaty"
Refusal,jon,same same
Refusal,Euan,no
"Offer, Other",Joel,Meh. Anyone got clay?
Refusal,Joel,no
Other,Cardlinger,i want clay i want clay
Other,Cardlinger,we all do!
Other,jon,lol
Other,Euan,yeah me too me too me too
Other,Cardlinger,Oh well... Oh well... Oh well...
Other,Cardlinger,nooo 8!
Other,Cardlinger,lol
Other,Cardlinger,now i start rolling bad :/
Other,jon,ouch
Other,Joel,another one! another one!
Other,Euan,ugh that hurt
Other,jon,oocher!
Other,jon,sorry!
"Offer, Other",Cardlinger,there's no clay right?
Refusal,Euan,I have none
"Refusal, Other",Joel,"yeah, noone has clay :/"
"Offer, Other",Joel,ok does anyone have a wheat?
Offer,Joel,i will give ore
Other,Euan,this is not a joke
Accept,Joel,I can do that
Other,Cardlinger,ok
Other,Cardlinger,wow quick expansion
Other,Joel,I think our clay dearth is solved
Other,Euan,yeah here's hoping
Other,Euan,Mhm. Mhm.
Offer,Joel,"So, got clay? :P"
"Refusal, Other",Joel,haha no still
Other,Euan,the irony
Other,Cardlinger,^^
Refusal,Cardlinger,soooooon
Refusal,Cardlinger,soooooon
Other,Euan,hey markus
Other,Joel,Hi Markus
Other,Markus,man this lack of clay is a real problem
Other,Cardlinger,Hi Hi
Other,Euan,yup
Other,Euan,Happens sometimes I guess
Other,Euan,Here's to rolling an 11
Other,Euan,...nope
Offer,Joel,Anyone got any ore?
Refusal,Cardlinger,nope
Accept,Joel,only the 1
Refusal,Cardlinger,havent had it in awhile
Counteroffer,Joel,what do you have to offer?
Other,Euan,actually the robber is on my ore
Counteroffer,Cardlinger,"Sheep, wheat, or wood, currently."
"Refusal, Other",Cardlinger,afraid I can't help - if it trade my ore for the sheep i can't buy a card :(
Other,Cardlinger,maybe next time :)
Other,Euan,if i*  typo sorry
Other,Cardlinger,m'kay :)
Other,Cardlinger,no 7!
Other,Euan,phew
Other,Cardlinger,And so people gain clay
Offer,Euan,anyone want wheat or wood for an ore?
Refusal,Euan,No ore here
Other,jon,I think we want a 7 just to move the robber away again
Accept,Joel,I'll take a wheat for an ore
Refusal,Cardlinger,i have no ore
Other,Euan,i didn't as i had 11 resources :)
Other,Euan,Reactivate our ore
Other,Cardlinger,"There's a bunch of 8s, after all"
